"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: alphalength","Param: expression","Param: numberOfDecisionTableRules","Param: numberOfDecisions","Param: numberOfDecisionsWithBKM","Param: numberOfDecisionsWithContext","Param: numberOfElements","Param: param","Param: resourceName","Param: sparseness","Param: useAlphaNetworkCompiled","Param: useExecModelCompiler"
"org.drools.benchmarks.dmn.feel.FEELConditionAndLoopBenchmark.evaluateExpressionBenchmark","avgt",1,100,13.183727,0.104075,"us/op",,"if 2 > 1 then ""yey"" else ""nay""",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELConditionAndLoopBenchmark.evaluateExpressionBenchmark","avgt",1,100,13.609707,0.123425,"us/op",,"if 2 < 1 then ""yey"" else ""nay""",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELConditionAndLoopBenchmark.evaluateExpressionBenchmark","avgt",1,100,22.937413,0.226066,"us/op",,"for x in [ 10, 20, 30 ], y in [ 1, 2, 3 ] return ""foobar""",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELContextBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.414002,0.003702,"us/op",,"{ first name : ""Bob"", birthday : date(""1978-09-12""), salutation : ""Hello ""+first name }",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELContextBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.696161,0.013450,"us/op",,"{ full name : { first name: ""Bob"", last name : ""Doe"" }, birthday : date(""1978-09-12""), salutation : ""Hello ""+full name.first name }",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELContextBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.232868,0.002008,"us/op",,"{ first name : ""Bob"", birthday : date(""1978-09-12""), salutation : ""Hello ""+first name }",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELContextBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.384693,0.002017,"us/op",,"{ full name : { first name: ""Bob"", last name : ""Doe"" }, birthday : date(""1978-09-12""), salutation : ""Hello ""+full name.first name }",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELContextBenchmark.evaluateExpressionBenchmark","avgt",1,100,64.344651,0.586530,"us/op",,"{ first name : ""Bob"", birthday : date(""1978-09-12""), salutation : ""Hello ""+first name }",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELContextBenchmark.evaluateExpressionBenchmark","avgt",1,100,123.264240,0.431757,"us/op",,"{ full name : { first name: ""Bob"", last name : ""Doe"" }, birthday : date(""1978-09-12""), salutation : ""Hello ""+full name.first name }",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELRangeBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.062433,0.004077,"us/op",,[1..2],,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELRangeBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.061903,0.002784,"us/op",,[1..2),,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELRangeBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.060966,0.002086,"us/op",,(1..2],,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELRangeBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.057438,0.001681,"us/op",,(1..2),,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELRangeBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.056963,0.000469,"us/op",,"[""a""..""z""]",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELRangeBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.091442,0.014053,"us/op",,"[date(""1978-09-12"")..date(""1978-10-13"")]",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELRangeBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.063165,0.002697,"us/op",,[1..2],,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELRangeBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.059713,0.004498,"us/op",,[1..2),,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELRangeBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.053958,0.001770,"us/op",,(1..2],,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELRangeBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.056073,0.002319,"us/op",,(1..2),,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELRangeBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.055526,0.000888,"us/op",,"[""a""..""z""]",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELRangeBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.069969,0.002436,"us/op",,"[date(""1978-09-12"")..date(""1978-10-13"")]",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELRangeBenchmark.evaluateExpressionBenchmark","avgt",1,100,130.412261,1.181614,"us/op",,[1..2],,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELRangeBenchmark.evaluateExpressionBenchmark","avgt",1,100,131.383149,1.795646,"us/op",,[1..2),,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELRangeBenchmark.evaluateExpressionBenchmark","avgt",1,100,127.510528,2.151067,"us/op",,(1..2],,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELRangeBenchmark.evaluateExpressionBenchmark","avgt",1,100,130.897556,1.893035,"us/op",,(1..2),,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELRangeBenchmark.evaluateExpressionBenchmark","avgt",1,100,131.626740,2.056947,"us/op",,"[""a""..""z""]",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELRangeBenchmark.evaluateExpressionBenchmark","avgt",1,100,295.774107,2.550168,"us/op",,"[date(""1978-09-12"")..date(""1978-10-13"")]",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELTernaryLogicBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.058042,0.001687,"us/op",,"true and true",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELTernaryLogicBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.053995,0.000916,"us/op",,"true and null",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELTernaryLogicBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.059672,0.001967,"us/op",,"false or true",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELTernaryLogicBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.055645,0.000768,"us/op",,"false and null",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELTernaryLogicBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.066732,0.001485,"us/op",,"false and false or true",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELTernaryLogicBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.052798,0.002258,"us/op",,"true and true",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELTernaryLogicBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.054114,0.002197,"us/op",,"true and null",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELTernaryLogicBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.054197,0.003303,"us/op",,"false or true",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELTernaryLogicBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.049600,0.000611,"us/op",,"false and null",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELTernaryLogicBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.049929,0.001152,"us/op",,"false and false or true",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELTernaryLogicBenchmark.evaluateExpressionBenchmark","avgt",1,100,8.406533,0.099354,"us/op",,"true and true",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELTernaryLogicBenchmark.evaluateExpressionBenchmark","avgt",1,100,8.240926,0.109582,"us/op",,"true and null",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELTernaryLogicBenchmark.evaluateExpressionBenchmark","avgt",1,100,8.009990,0.171891,"us/op",,"false or true",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELTernaryLogicBenchmark.evaluateExpressionBenchmark","avgt",1,100,8.450509,0.052777,"us/op",,"false and null",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELTernaryLogicBenchmark.evaluateExpressionBenchmark","avgt",1,100,10.225510,0.147446,"us/op",,"false and false or true",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELValuesConstantsBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.051954,0.002108,"us/op",,null,,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELValuesConstantsBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.052826,0.002609,"us/op",,true,,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELValuesConstantsBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.236803,0.001794,"us/op",,"foo bar",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELValuesConstantsBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.052242,0.001228,"us/op",,1.12,,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELValuesConstantsBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.054129,0.002890,"us/op",,null,,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELValuesConstantsBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.051854,0.001834,"us/op",,true,,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELValuesConstantsBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.052605,0.001889,"us/op",,"foo bar",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELValuesConstantsBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.054271,0.002030,"us/op",,1.12,,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELValuesConstantsBenchmark.evaluateExpressionBenchmark","avgt",1,100,5.829413,0.043240,"us/op",,null,,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELValuesConstantsBenchmark.evaluateExpressionBenchmark","avgt",1,100,6.095938,0.083995,"us/op",,true,,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELValuesConstantsBenchmark.evaluateExpressionBenchmark","avgt",1,100,42.622736,0.415499,"us/op",,"foo bar",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.FEELValuesConstantsBenchmark.evaluateExpressionBenchmark","avgt",1,100,6.155555,0.121714,"us/op",,1.12,,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.054129,0.000750,"us/op",,"date(""2016-07-29"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.661170,0.006042,"us/op",,"date( date and time(""2016-07-29T05:48:23.765-05:00"") )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.048006,0.000509,"us/op",,"date(""2016-07-29"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.494831,0.003463,"us/op",,"date( date and time(""2016-07-29T05:48:23.765-05:00"") )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateBenchmark.evaluateExpressionBenchmark","avgt",1,100,45.467980,0.323635,"us/op",,"date(""2016-07-29"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateBenchmark.evaluateExpressionBenchmark","avgt",1,100,134.422394,1.137441,"us/op",,"date( date and time(""2016-07-29T05:48:23.765-05:00"") )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateTimeBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.057160,0.001967,"us/op",,"date and time(""2016-07-29T05:48:23"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateTimeBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,1.505304,0.021230,"us/op",,"date and time( 2016, 7, 29, 5, 48, 23 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateTimeBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.055342,0.001212,"us/op",,"date and time(""2016-07-29T05:48:23-05:00"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateTimeBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,1.170999,0.014677,"us/op",,"date and time(date(""2016-07-29""), time(""05:48:23-05:00"") )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateTimeBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.055196,0.002284,"us/op",,"date and time(""2016-07-29T05:48:23"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateTimeBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,1.267641,0.018830,"us/op",,"date and time( 2016, 7, 29, 5, 48, 23 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateTimeBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.053305,0.001953,"us/op",,"date and time(""2016-07-29T05:48:23-05:00"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateTimeBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,1.072198,0.021370,"us/op",,"date and time(date(""2016-07-29""), time(""05:48:23-05:00"") )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateTimeBenchmark.evaluateExpressionBenchmark","avgt",1,100,128.618939,1.194000,"us/op",,"date and time(""2016-07-29T05:48:23"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateTimeBenchmark.evaluateExpressionBenchmark","avgt",1,100,272.540013,3.149708,"us/op",,"date and time( 2016, 7, 29, 5, 48, 23 )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateTimeBenchmark.evaluateExpressionBenchmark","avgt",1,100,117.627954,1.207203,"us/op",,"date and time(""2016-07-29T05:48:23-05:00"")",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateTimeBenchmark.evaluateExpressionBenchmark","avgt",1,100,258.134167,2.419950,"us/op",,"date and time(date(""2016-07-29""), time(""05:48:23-05:00"") )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateTimeUnitSelectionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.111075,0.002518,"us/op",,"date and time(""2016-07-29T05:48:23-05:00"").year",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateTimeUnitSelectionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.107970,0.002787,"us/op",,"date and time(""2016-07-29T05:48:23-05:00"").month",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateTimeUnitSelectionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.108888,0.002599,"us/op",,"date and time(""2016-07-29T05:48:23-05:00"").day",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateTimeUnitSelectionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.103826,0.003365,"us/op",,"date and time(""2016-07-29T05:48:23-05:00"").hour",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateTimeUnitSelectionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.102121,0.001672,"us/op",,"date and time(""2016-07-29T05:48:23-05:00"").minute",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateTimeUnitSelectionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.106775,0.001311,"us/op",,"date and time(""2016-07-29T05:48:23-05:00"").second",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateTimeUnitSelectionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.108559,0.001589,"us/op",,"date and time(""2016-07-29T05:48:23-05:00"").time offset",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateTimeUnitSelectionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.099536,0.002949,"us/op",,"date and time(""2016-07-29T05:48:23-05:00"").year",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateTimeUnitSelectionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.097734,0.000635,"us/op",,"date and time(""2016-07-29T05:48:23-05:00"").month",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateTimeUnitSelectionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.095992,0.001902,"us/op",,"date and time(""2016-07-29T05:48:23-05:00"").day",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateTimeUnitSelectionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.095727,0.002708,"us/op",,"date and time(""2016-07-29T05:48:23-05:00"").hour",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateTimeUnitSelectionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.103415,0.003954,"us/op",,"date and time(""2016-07-29T05:48:23-05:00"").minute",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateTimeUnitSelectionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.097896,0.002245,"us/op",,"date and time(""2016-07-29T05:48:23-05:00"").second",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateTimeUnitSelectionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.096349,0.002110,"us/op",,"date and time(""2016-07-29T05:48:23-05:00"").time offset",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateTimeUnitSelectionBenchmark.evaluateExpressionBenchmark","avgt",1,100,135.677982,1.298936,"us/op",,"date and time(""2016-07-29T05:48:23-05:00"").year",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateTimeUnitSelectionBenchmark.evaluateExpressionBenchmark","avgt",1,100,138.303242,0.751896,"us/op",,"date and time(""2016-07-29T05:48:23-05:00"").month",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateTimeUnitSelectionBenchmark.evaluateExpressionBenchmark","avgt",1,100,133.978370,1.579104,"us/op",,"date and time(""2016-07-29T05:48:23-05:00"").day",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateTimeUnitSelectionBenchmark.evaluateExpressionBenchmark","avgt",1,100,137.644195,0.890187,"us/op",,"date and time(""2016-07-29T05:48:23-05:00"").hour",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateTimeUnitSelectionBenchmark.evaluateExpressionBenchmark","avgt",1,100,136.232644,1.564199,"us/op",,"date and time(""2016-07-29T05:48:23-05:00"").minute",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateTimeUnitSelectionBenchmark.evaluateExpressionBenchmark","avgt",1,100,132.610513,1.030379,"us/op",,"date and time(""2016-07-29T05:48:23-05:00"").second",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateTimeUnitSelectionBenchmark.evaluateExpressionBenchmark","avgt",1,100,154.819671,1.567392,"us/op",,"date and time(""2016-07-29T05:48:23-05:00"").time offset",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateUnitSelectionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.108972,0.003291,"us/op",,"date( 2016, 8, 2 ).year",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateUnitSelectionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.108481,0.001775,"us/op",,"date( 2016, 8, 2 ).month",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateUnitSelectionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.104961,0.001484,"us/op",,"date( 2016, 8, 2 ).day",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateUnitSelectionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.114306,0.002857,"us/op",,"date( 2016, 8, 2 ).weekday",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateUnitSelectionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.099726,0.003271,"us/op",,"date( 2016, 8, 2 ).year",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateUnitSelectionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.096985,0.002444,"us/op",,"date( 2016, 8, 2 ).month",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateUnitSelectionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.093735,0.001634,"us/op",,"date( 2016, 8, 2 ).day",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateUnitSelectionBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.107158,0.001426,"us/op",,"date( 2016, 8, 2 ).weekday",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateUnitSelectionBenchmark.evaluateExpressionBenchmark","avgt",1,100,53.840691,0.412955,"us/op",,"date( 2016, 8, 2 ).year",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateUnitSelectionBenchmark.evaluateExpressionBenchmark","avgt",1,100,53.002627,0.712408,"us/op",,"date( 2016, 8, 2 ).month",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateUnitSelectionBenchmark.evaluateExpressionBenchmark","avgt",1,100,52.956247,0.724695,"us/op",,"date( 2016, 8, 2 ).day",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDateUnitSelectionBenchmark.evaluateExpressionBenchmark","avgt",1,100,54.184531,0.614961,"us/op",,"date( 2016, 8, 2 ).weekday",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.059295,0.001899,"us/op",,"duration( ""P2DT20H14M"" )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.054927,0.000736,"us/op",,"duration( ""P2Y2M"" )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.540589,0.004270,"us/op",,"years and months duration( date(""2011-12-22""), date(""2013-08-24"") )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.048013,0.000548,"us/op",,"duration( ""P2DT20H14M"" )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.052610,0.001454,"us/op",,"duration( ""P2Y2M"" )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationBenchmark.evaluateCompiledJavaExpressionBenchmark","avgt",1,100,0.431374,0.003380,"us/op",,"years and months duration( date(""2011-12-22""), date(""2013-08-24"") )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationBenchmark.evaluateExpressionBenchmark","avgt",1,100,45.100021,0.428849,"us/op",,"duration( ""P2DT20H14M"" )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationBenchmark.evaluateExpressionBenchmark","avgt",1,100,46.979420,0.333986,"us/op",,"duration( ""P2Y2M"" )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationBenchmark.evaluateExpressionBenchmark","avgt",1,100,269.239158,2.635730,"us/op",,"years and months duration( date(""2011-12-22""), date(""2013-08-24"") )",,,,,,,,,,
"org.drools.benchmarks.dmn.feel.datetime.FEELDurationUnitSelectionBenchmark.evaluateCompiledButInterpretedExpression","avgt",1,100,0.108882,0.001879,"us/op",,"duration( ""P2DT20H14M5S"" ).days",,,,,,,,,,
